priority,accession_number,title,record_type,historical_theme,collection_name,people,object_date,donor,neighborhood,rights_status,observation_reasons,notes
high,SRM-2026-752,"Children gathered outdoors, undated",Photograph,Family And Local Life,Youngs Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",No named people on person-centered photograph; Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Youngs.zip (55.png) on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
high,SRM-2026-753,"Portrait of a boy in a striped shirt, undated",Photograph,Portraiture and Community Memory,Youngs Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",No named people on person-centered photograph; Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Youngs.zip (56.png) on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
high,SRM-2026-755,"Woman walking outdoors in formal dress, undated",Photograph,Arts And Culture,Youngs Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",No named people on person-centered photograph; Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Youngs.zip (58.png) on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
high,SRM-2026-756,"Art in the Park performance or procession, undated",Photograph,Arts And Culture,Youngs Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",No named people on person-centered photograph; Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Youngs.zip (59.png) on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026. Additional label note: Art in the Park."
high,SRM-2026-757,"Portrait of an unidentified man seated at a desk, undated",Photograph,Portraiture and Community Memory,Youngs Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Unidentified subject in title; No named people on person-centered photograph; Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Youngs.zip (60.png) on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
high,SRM-2026-760,"Outdoor portrait of a couple, undated",Photograph,Family And Local Life,Youngs Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",No named people on person-centered photograph; Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Youngs.zip (63.png) on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
high,SRM-2026-762,"Formal portrait of an unidentified elderly man with a book, undated",Photograph,Portraiture and Community Memory,Youngs Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Unidentified subject in title; No named people on person-centered photograph; Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Youngs.zip (65.png) on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
high,SRM-2026-763,"Color snapshot of an unidentified older man at an event, undated",Photograph,Family And Local Life,Youngs Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Unidentified subject in title; No named people on person-centered photograph; Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Youngs.zip (66.png) on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
high,SRM-2026-764,"Portrait of an unidentified man before a broken window, undated",Photograph,Portraiture and Community Memory,Youngs Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Unidentified subject in title; No named people on person-centered photograph; Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Youngs.zip (67.png) on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026. Additional label note: Photo credit Kirksey."
high,SRM-2026-766,"Large outdoor group photograph, undated",Photograph,Community and Professional Life,Youngs Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",No named people on person-centered photograph; Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Youngs.zip (69.png) on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
high,SRM-2026-767,"Majorette or dance-line performance, undated",Photograph,Arts And Culture,Youngs Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",No named people on person-centered photograph; Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Youngs.zip (70.png) on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
high,SRM-2026-777,"Exhibit installation or workroom scene with portrait display, undated",Photograph,Arts And Culture,,,undated,,,"Rights reserved, contact Smith Robertson",No named people on person-centered photograph; Missing donor; Missing neighborhood/geography detail; Condition still marked Needs Review; Status still marked Needs Review; No collection name assigned,"Imported from /Users/Birittany/Downloads/Lawrence A Jones, Margaret Burroughs, Karl Griffin/3.png on 2026-08-05."
high,SRM-2026-780,"Large outdoor youth group portrait, possibly associated with Mrs. Minnie Jarvis's Girl Scouts, undated",Photograph,African American Education,,,undated,,,"Rights reserved, contact Smith Robertson",Ambiguous metadata language: appears; Ambiguous metadata language: may; Ambiguous metadata language: possibly; No named people on person-centered photograph; Missing donor; Missing neighborhood/geography detail; Condition still marked Needs Review; Status still marked Needs Review; No collection name assigned,"Imported from /Users/Birittany/Downloads/Lawrence A Jones, Margaret Burroughs, Karl Griffin/6.png on 2026-08-05. Handwritten note appears to read: ""I am thinking that these are Mrs. Minnie Jarvis' girl scouts."""
high,SRM-2026-781,"Studio portrait of an unidentified man in suit, undated",Photograph,Portraiture and Community Memory,,,undated,,,"Rights reserved, contact Smith Robertson",Unidentified subject in title; No named people on person-centered photograph; Missing donor; Missing neighborhood/geography detail; Condition still marked Needs Review; Status still marked Needs Review; No collection name assigned,"Imported from /Users/Birittany/Downloads/Lawrence A Jones, Margaret Burroughs, Karl Griffin/7.png on 2026-08-05."
high,SRM-2026-783,"Studio portrait of an unidentified young man, undated",Photograph,Portraiture and Community Memory,,,undated,,,"Rights reserved, contact Smith Robertson",Unidentified subject in title; No named people on person-centered photograph; Missing donor; Missing neighborhood/geography detail; Condition still marked Needs Review; Status still marked Needs Review; No collection name assigned,"Imported from /Users/Birittany/Downloads/Lawrence A Jones, Margaret Burroughs, Karl Griffin/9.png on 2026-08-05."
high,SRM-2026-785,"Sepia portrait of an unidentified man, undated",Photograph,Portraiture and Community Memory,,,undated,,,"Rights reserved, contact Smith Robertson",Unidentified subject in title; No named people on person-centered photograph; Missing donor; Missing neighborhood/geography detail; Condition still marked Needs Review; Status still marked Needs Review; No collection name assigned,"Imported from /Users/Birittany/Downloads/Lawrence A Jones, Margaret Burroughs, Karl Griffin/11.png on 2026-08-05."
high,SRM-2026-786,"Color snapshot of an unidentified man standing outdoors, undated",Photograph,Portraiture and Community Memory,,,undated,,,"Rights reserved, contact Smith Robertson",Unidentified subject in title; No named people on person-centered photograph; Missing donor; Missing neighborhood/geography detail; Condition still marked Needs Review; Status still marked Needs Review; No collection name assigned,"Imported from /Users/Birittany/Downloads/Lawrence A Jones, Margaret Burroughs, Karl Griffin/12.png on 2026-08-05."
high,SRM-2026-787,"Child seated outdoors on a bench, undated",Photograph,Family And Local Life,,,undated,,,"Rights reserved, contact Smith Robertson",No named people on person-centered photograph; Missing donor; Missing neighborhood/geography detail; Condition still marked Needs Review; Status still marked Needs Review; No collection name assigned,"Imported from /Users/Birittany/Downloads/Lawrence A Jones, Margaret Burroughs, Karl Griffin/13.png on 2026-08-05."
high,SRM-2026-790,"Woman seated at a piano or organ, undated",Photograph,Arts And Culture,,,undated,,,"Rights reserved, contact Smith Robertson",No named people on person-centered photograph; Missing donor; Missing neighborhood/geography detail; Condition still marked Needs Review; Status still marked Needs Review; No collection name assigned,"Imported from /Users/Birittany/Downloads/Lawrence A Jones, Margaret Burroughs, Karl Griffin/18.png on 2026-08-05."
high,SRM-2026-796,"Classroom scene labeled ""Black e Proud School,"" undated",Photograph,African American Education,,,undated,,,"Rights reserved, contact Smith Robertson",Ambiguous metadata language: appears; Missing donor; Missing neighborhood/geography detail; Condition still marked Needs Review; Status still marked Needs Review; No collection name assigned,"Imported from /Users/Birittany/Downloads/Lawrence A Jones, Margaret Burroughs, Karl Griffin/24.png on 2026-08-05. Handwritten note at the lower edge appears to read ""Black e Proud School."""
high,SRM-2026-809,"Infant seated in a walker beside a small table, undated",Photograph,Family And Local Life,,,undated,,,"Rights reserved, contact Smith Robertson",No named people on person-centered photograph; Missing donor; Missing neighborhood/geography detail; Condition still marked Needs Review; Status still marked Needs Review; No collection name assigned,"Imported from /Users/Birittany/Downloads/Lawrence A Jones, Margaret Burroughs, Karl Griffin/49.png on 2026-08-05."
